state_code,derived_race,derived_ethnicity,derived_sex,applicant_age,derived_loan_product_type,funnel_stage,leakage_category,denial_reason_label,is_approved_not_converted,income_band,loan_amount_band,property_value_band,ltv_band,rate_spread_band,dti_band,area_median_income_band,n_aplicaciones,total_loan_amount,total_income,n_con_income,total_rate_spread,n_con_rate_spread,total_origination_charges,n_con_origination_charges,total_interest_rate,n_con_interest_rate,total_loan_costs_sum,n_con_total_loan_costs,total_discount_points,n_con_discount_points,total_property_value,n_con_property_value
FL,Black or African American,Not Hispanic or Latino,Male,65-74,Conventional:First Lien,Denied,Risk-based leakage,Collateral,False,Alto ($146K+),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,225000.0,150.0,1,,0,,0,,0,,0,,0,245000.0,1
FL,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,17,9535000.0,4592.0,17,29.649,17,139090.09,17,135.384,17,227499.96,17,77585.23999999999,9,10755000.0,17
FL,White,Not Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,3,455000.0,180.0,3,4.349,3,12772.66,3,22.0,3,27090.64,3,2572.17,2,505000.0,3
FL,Joint,Joint,Joint,>74,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,55000.0,42.0,1,1.368,1,2806.5,1,6.875,1,4846.95,1,1097.5,1,305000.0,1
GA,White,Ethnicity Not Available,Male,<25,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,1,225000.0,60.0,1,0.408,1,0.0,1,7.25,1,2545.95,1,,0,225000.0,1
GA,White,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Normal (0 a 1.29),Medio (30%-50%),Bajo,2,650000.0,224.0,2,0.8600000000000001,2,5859.68,2,15.25,2,10599.08,2,2874.68,2,,0
GA,Race Not Available,Ethnicity Not Available,Male,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Bajo,6,1440000.0,577.0,6,-3.146,6,4504.53,6,35.625,6,42411.32,6,11905.67,5,1420000.0,6
GA,Asian,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,405000.0,210.0,1,-0.06,1,2156.25,1,6.25,1,5099.75,1,1021.25,1,435000.0,1
GA,Asian,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,42,14080000.0,10168.0,42,,0,,0,,0,,0,,0,,0
NJ,Black or African American,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Medio,1,205000.0,90.0,1,0.292,1,3556.5,1,6.5,1,6266.25,1,2061.5,1,215000.0,1
WA,White,Not Hispanic or Latino,Female,55-64,FSA/RHS:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,95000.0,72.0,1,1.022,1,2563.63,1,7.25,1,6382.4,1,1113.63,1,515000.0,1
WA,White,Not Hispanic or Latino,Female,45-54,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,445000.0,129.0,1,-0.954,1,15590.74,1,5.0,1,23419.05,1,14250.74,1,575000.0,1
WA,Asian,Not Hispanic or Latino,Female,65-74,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Alto,1,395000.0,97.0,1,,0,,0,,0,,0,,0,665000.0,1
WA,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Alto,78,78890000.0,24184.0,78,-36.0394,78,466800.89,78,479.615,78,801295.42,78,448747.06000000006,38,134770000.0,78
WA,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,3,1055000.0,217.0,3,1.14,3,13867.23,3,19.25,3,22379.3,3,9203.23,3,1095000.0,3
WA,Race Not Available,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Alto,18,17160000.0,9440.0,18,,0,,0,,0,,0,,0,,0
FL,White,Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,5,885000.0,493.0,5,1.386,5,13472.04,5,34.121,5,30820.04,5,5432.04,4,1695000.0,5
FL,White,Not Hispanic or Latino,Male,55-64,VA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,83,26435000.0,8429.0,83,,0,,0,,0,,0,,0,,0
GA,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,33,24845000.0,9461.0,33,18.634,33,185283.24,33,231.287,33,314204.45999999996,32,32124.339999999997,11,38105000.0,33
TN,White,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,28,8210000.0,2772.0,28,14.798,28,107445.0,28,190.839,28,184106.52999999997,28,69550.04,16,9480000.0,28
TN,White,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,51,48995000.0,16922.0,51,15.464,51,293430.8,50,355.307,51,462757.80999999994,50,166054.21,27,75395000.0,51
TN,White,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,10,3150000.0,1054.0,10,21.1977,10,31730.730000000003,10,77.749,10,61006.25,10,8375.35,2,3620000.0,10
NJ,Race Not Available,Ethnicity Not Available,Joint,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,255000.0,114.0,1,0.468,1,3311.52,1,7.625,1,11449.22,1,2091.52,1,255000.0,1
NJ,Black or African American,Not Hispanic or Latino,Male,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,4,2480000.0,725.0,4,3.317,4,48922.36,4,26.0,4,114364.25,4,6945.6900000000005,2,2520000.0,4
WA,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,12,8990000.0,2950.0,12,7.0183,12,106842.85,12,81.565,12,152188.84000000003,12,78496.95,9,9160000.0,12
WA,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Alto,149,118905000.0,37294.0,149,51.25415,149,1096184.37,149,1039.489,149,1667843.0699999996,149,793194.6000000001,100,169075000.0,149
WA,White,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Alto,43,22755000.0,5251.0,43,-12.33867,43,258689.31,43,264.85,43,408006.28,43,253934.35,30,26665000.0,43
WA,White,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,4,1090000.0,438.0,4,,0,,0,,0,,0,,0,,0
WA,Asian,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Alto,10,7940000.0,2233.0,10,3.4130000000000003,10,89233.5,10,67.625,10,120518.57,10,53063.5,6,9840000.0,10
FL,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Bajo,70,8790000.0,7616.0,70,29.8091,70,111880.09,70,471.76200000000006,70,264685.64999999997,69,39862.89,36,25850000.0,70
FL,White,Not Hispanic or Latino,Joint,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,5,2115000.0,631.0,5,4.2573,5,16754.73,5,34.812,5,37360.85,5,7401.32,4,2175000.0,5
FL,White,Not Hispanic or Latino,Male,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Alto (50%+),Bajo,4,660000.0,194.0,4,2.6670000000000003,4,8273.61,4,26.625,4,29917.56,4,9608.75,3,770000.0,4
FL,Black or African American,Not Hispanic or Latino,Male,45-54,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,2,600000.0,124.0,2,,0,,0,,0,,0,,0,,0
FL,American Indian or Alaska Native,Hispanic or Latino,Male,55-64,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,2,270000.0,62.0,2,,0,,0,,0,,0,,0,,0
GA,White,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Bajo (<$76K),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,495000.0,60.0,1,,0,,0,,0,,0,,0,,0
GA,Black or African American,Not Hispanic or Latino,Male,<25,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Bajo,2,560000.0,128.0,2,0.3359999999999999,2,0.0,2,13.875,2,11846.5,2,3354.6000000000004,2,570000.0,2
TN,White,Hispanic or Latino,Joint,25-34,FSA/RHS:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,215000.0,88.0,1,0.773,1,5097.72,1,6.625,1,9498.39,1,3322.72,1,215000.0,1
TN,White,Not Hispanic or Latino,Male,45-54,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,2,460000.0,205.0,2,2.8289999999999997,2,1247.0,2,15.5,2,3237.2,2,252.0,1,460000.0,2
TN,White,Not Hispanic or Latino,Male,25-34,VA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,2,700000.0,304.0,2,,0,,0,,0,,0,,0,,0
NJ,Black or African American,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,3,385000.0,136.0,3,2.58219,3,3710.0,3,20.5,3,4237.0,2,1802.96,2,415000.0,3
NJ,Asian,Not Hispanic or Latino,Male,55-64,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Alto,6,3820000.0,1814.0,6,,0,,0,,0,,0,,0,,0
NJ,Race Not Available,Ethnicity Not Available,Female,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Alto,1,205000.0,145.0,1,0.387,1,1145.0,1,6.75,1,4100.41,1,,0,255000.0,1
NJ,White,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,3,1035000.0,487.0,3,4.424,3,13323.15,3,23.375,3,23008.26,3,8538.150000000001,2,1085000.0,3
NJ,White,Hispanic or Latino,Male,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Alto,2,970000.0,219.0,2,0.662,2,25099.78,2,11.875,2,50493.05,2,23522.17,2,1010000.0,2
WA,White,Not Hispanic or Latino,Female,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Bajo (<30%),Medio,3,415000.0,295.0,3,2.068,3,13518.73,3,20.5,3,22222.87,3,9635.23,3,1685000.0,3
WA,Race Not Available,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,3,2155000.0,1152.0,3,,0,,0,,0,,0,,0,,0
WA,2 or more minority races,Ethnicity Not Available,Joint,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Alto (50%+),Medio,1,445000.0,128.0,1,1.304,1,0.0,1,8.625,1,0.0,1,,0,445000.0,1
WA,Asian,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Mejor que el mercado (<0),Bajo (<30%),Medio,1,565000.0,503.0,1,-0.058,1,13755.49,1,6.5,1,16976.65,1,,0,595000.0,1
TX,Black or African American,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Medio,20,9870000.0,2406.0,20,-12.636,20,131519.83000000002,20,113.438,20,220594.25,20,177682.79,18,11480000.0,20
TX,Joint,Not Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Medio,4,1690000.0,745.0,4,1.99,4,14869.77,4,26.625,4,62117.27,4,7829.77,2,1740000.0,4
TX,Race Not Available,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,5,4205000.0,1490.0,5,1.971,5,42973.2,5,32.0,5,77306.23,5,16749.2,2,5095000.0,5
TX,White,Not Hispanic or Latino,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Bajo (<30%),Medio,10,4270000.0,2429.0,10,5.6684,10,42812.43,10,69.495,10,83143.59,10,22895.93,5,4470000.0,10
TX,Joint,Not Hispanic or Latino,Male,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,235000.0,138.0,1,1.572,1,398.57,1,7.625,1,,0,398.57,1,235000.0,1
TX,White,Not Hispanic or Latino,Male,55-64,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,7,1595000.0,470.0,7,4.754,7,22016.46,7,46.75,7,69925.64,7,14313.33,5,1625000.0,7
NC,2 or more minority races,Not Hispanic or Latino,Female,25-34,Conventional:Subordinate Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,15000.0,57.0,1,,0,,0,,0,,0,,0,,0
NC,White,Ethnicity Not Available,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,5,4855000.0,1562.0,5,1.804,5,14511.95,5,32.875,5,31049.750000000004,5,3612.0,1,6065000.0,5
NC,Joint,Not Hispanic or Latino,Joint,35-44,FHA:First Lien,Incomplete,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,485000.0,264.0,1,,0,,0,,0,,0,,0,,0
TX,White,Joint,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,79,49315000.0,19797.0,79,32.81636,79,458759.36999999994,79,538.395,79,885415.6199999999,79,270251.00999999995,49,57495000.0,79
TX,White,Hispanic or Latino,Joint,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,4,570000.0,226.0,4,6.7059999999999995,4,11264.26,4,29.75,4,33941.24,4,2478.42,1,620000.0,4
TX,Black or African American,Not Hispanic or Latino,Male,65-74,VA:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Sin dato de área,1,75000.0,13.0,1,,0,,0,,0,,0,,0,75000.0,1
TX,White,Not Hispanic or Latino,Joint,55-64,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,235000.0,60.0,1,-0.288,1,2921.11,1,7.25,1,9068.42,1,1487.11,1,285000.0,1
TX,White,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,14,2070000.0,1343.0,14,,0,,0,,0,,0,,0,,0
OH,White,Hispanic or Latino,Female,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Normal (0 a 1.29),Medio (30%-50%),Medio,1,355000.0,185.0,1,0.337,1,3598.76,1,6.875,1,5056.71,1,1868.76,1,,0
OH,White,Not Hispanic or Latino,Male,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,85,9965000.0,4048.0,85,38.62489000000001,85,160934.08,83,579.118,85,343019.51,84,54897.39000000001,50,14665000.0,85
OH,White,Not Hispanic or Latino,Joint,25-34,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,99,16815000.0,9436.0,99,84.9333,99,229142.81,99,671.815,99,765327.14,99,144660.37999999998,73,17225000.0,99
OH,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Normal (0 a 1.29),Bajo (<30%),Bajo,2,220000.0,322.0,2,1.13,2,7190.5,2,12.125,2,11090.65,2,3774.5,2,,0
NY,Race Not Available,Ethnicity Not Available,Male,45-54,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Sin dato de área,1,275000.0,109.0,1,,0,,0,,0,,0,,0,,0
NY,Joint,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,595000.0,116.0,1,0.195,1,8918.75,1,6.625,1,12798.84,1,7428.75,1,845000.0,1
MD,Black or African American,Not Hispanic or Latino,Male,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Alto,16,7350000.0,1817.0,16,-11.357,16,13628.57,10,91.49,16,165525.61,16,106733.72,14,7250000.0,16
MD,White,Not Hispanic or Latino,Joint,<25,FSA/RHS:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,345000.0,118.0,1,-0.061,1,6176.4,1,6.75,1,13264.69,1,6648.88,1,345000.0,1
MD,White,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,12,8050000.0,2730.0,12,5.489000000000001,12,55654.85,12,79.952,12,93538.23,12,38615.85,5,8360000.0,12
